,location,size,total_sqft,bath,price
10402,Panathur,2.0,1230.0,2.0,80.0
10403,Murugeshpalya,3.0,1600.0,2.0,65.0
10404,Thanisandra,3.0,1411.0,3.0,93.25
10405,Rayasandra,5.0,3600.0,5.0,145.0
10407,Sahakara Nagar,4.0,1200.0,4.0,190.0
10408,Nagarbhavi,3.0,1200.0,3.0,226.0
10410,Yeshwanthpur,5.0,1700.0,5.0,300.0
10411,Haralur Road,2.0,1225.0,2.0,69.84
10412,Hebbal,2.0,1162.0,2.0,69.0
10413,Thanisandra,3.0,1262.0,2.0,65.0
10415,Electronic City Phase II,2.0,1160.0,2.0,33.51
10416,Channasandra,3.0,1500.0,3.0,61.95
10419,Sarjapur  Road,3.0,2275.0,4.0,182.0
10421,other,2.0,1500.0,2.0,145.0
10423,Hosa Road,2.0,1170.0,2.0,65.0
10426,Banashankari Stage VI,3.0,1423.0,2.0,71.73
10427,Kaggadasapura,2.0,1106.0,2.0,40.0
10428,Kereguddadahalli,2.0,1105.0,2.0,27.6
10432,Babusapalaya,2.0,1061.0,2.0,38.95
10435,Domlur,3.0,2100.0,3.0,145.0
10438,Indira Nagar,2.0,1260.0,2.0,120.0
10439,ITPL,2.0,907.0,2.0,55.43
10441,other,4.0,2597.0,4.0,189.0
10442,Bellandur,2.0,1211.0,2.0,63.0
10443,Hennur Road,3.0,1904.0,3.0,129.0
10449,Hennur,2.0,1420.0,2.0,62.0
10450,Panathur,2.0,1125.0,2.0,45.0
10452,Hulimavu,2.0,1021.0,2.0,76.0
10453,Ananth Nagar,2.0,1074.0,2.0,26.85
10454,Kalena Agrahara,2.0,1222.0,2.0,48.0
10455,Hennur Road,3.0,1981.0,3.0,134.0
10456,Yelachenahalli,2.0,1103.0,2.0,55.0
10459,Sarjapur,2.0,920.0,2.0,33.0
10462,Sonnenahalli,3.0,1268.0,2.0,75.0
10463,other,1.0,660.0,1.0,30.0
10464,Harlur,3.0,1755.0,3.0,115.0
10465,Hoskote,2.0,945.0,2.0,35.0
10466,8th Phase JP Nagar,1.0,500.0,1.0,33.0
10468,Bommenahalli,4.0,1632.0,3.0,140.0
10470,Domlur,2.0,1276.0,2.0,80.0
10472,Lakshminarayana Pura,2.0,1180.0,2.0,75.0
10473,ISRO Layout,3.0,1370.0,2.0,87.0
10476,Electronic City,3.0,1400.0,3.0,90.0
10477,Whitefield,5.0,1500.0,6.0,155.0
10479,Ramagondanahalli,2.0,1251.0,2.0,46.0
10481,Sarjapur  Road,2.0,1346.0,2.0,67.38
10482,Electronic City Phase II,2.0,1090.0,2.0,31.48
10486,Sarjapur  Road,3.0,1881.0,3.0,145.0
10487,Garudachar Palya,2.0,1150.0,2.0,52.0
10489,Sarjapur,3.0,2690.0,3.0,295.0
10492,other,3.0,2735.0,4.0,340.0
10495,Ramamurthy Nagar,2.0,1050.0,2.0,51.66
10496,Hoodi,3.0,1660.0,3.0,131.0
10497,Nagavarapalya,2.0,1134.0,2.0,55.0
10498,Hebbal,2.0,1100.0,2.0,60.0
10501,Nagarbhavi,4.0,1200.0,4.0,240.0
10502,other,3.0,980.0,3.0,80.0
10504,CV Raman Nagar,1.0,705.0,2.0,50.0
10506,Anandapura,2.0,1200.0,2.0,50.0
10507,Talaghattapura,3.0,1804.0,3.0,127.0
10511,Battarahalli,2.0,1090.0,2.0,38.37
10512,R.T. Nagar,2.0,1500.0,2.0,230.0
10513,Electronic City,3.0,1287.0,3.0,55.0
10515,Kadubeesanahalli,4.0,2800.0,4.0,375.0
10517,Hormavu,2.0,1263.0,2.0,47.36
10518,Whitefield,3.0,1431.0,3.0,85.0
10519,Dommasandra,2.0,999.0,2.0,32.9
10522,Marathahalli,4.0,2524.0,5.0,180.0
10525,7th Phase JP Nagar,3.0,2095.0,3.0,150.0
10527,Ananth Nagar,1.0,500.0,1.0,14.0
10529,Kudlu Gate,2.0,1215.0,2.0,44.96
10530,Yelahanka New Town,2.0,2200.0,2.0,180.0
10534,1st Phase JP Nagar,3.0,2077.0,3.0,175.0
10535,Sarjapur  Road,4.0,2880.0,3.0,211.0
10537,Dasanapura,2.0,708.0,2.0,31.15
10538,Basavangudi,2.0,1200.0,2.0,120.0
10539,Hosakerehalli,2.0,925.0,2.0,46.25
10540,Bannerghatta Road,3.0,2826.0,3.0,148.0
10541,Kanakpura Road,1.0,458.0,1.0,33.66
10545,Amruthahalli,3.0,1450.0,2.0,90.0
10546,Kasavanhalli,2.0,1100.0,2.0,65.0
10547,Kadubeesanahalli,2.0,1185.0,2.0,55.0
10549,TC Palaya,2.0,1200.0,2.0,70.0
10550,other,1.0,660.0,1.0,35.0
10551,Ambedkar Nagar,3.0,1920.0,4.0,121.0
10552,Jalahalli,2.0,1200.0,2.0,130.0
10553,Sarjapur  Road,4.0,3418.0,2.0,222.0
10555,Bhoganhalli,2.0,1205.0,2.0,68.32
10556,Haralur Road,2.0,1200.0,2.0,46.0
10557,Akshaya Nagar,3.0,1421.0,2.0,73.0
10559,Whitefield,1.0,524.0,1.0,29.0
10560,HSR Layout,5.0,4200.0,5.0,245.0
10566,5th Block Hbr Layout,5.0,3600.0,5.0,130.0
10568,Raja Rajeshwari Nagar,3.0,1700.0,2.0,86.0
10571,Dasarahalli,2.0,1333.0,2.0,86.65
10572,Electronic City,2.0,1258.0,2.0,85.5
10573,other,3.0,1458.0,2.0,87.0
10574,Electronic City,2.0,1386.0,2.0,85.0
10575,Electronic City Phase II,2.0,1140.0,2.0,32.92
10576,Electronic City,1.0,550.0,1.0,27.0
10577,Lakshminarayana Pura,2.0,1200.0,2.0,83.0
10579,Whitefield,4.0,2135.0,3.0,149.0
10582,Devarachikkanahalli,2.0,991.0,2.0,40.0
10583,Gottigere,3.0,1493.0,2.0,90.0
10585,Kammasandra,2.0,1080.0,2.0,31.99
10586,Dasanapura,2.0,814.0,2.0,53.0
10588,Bannerghatta Road,2.0,1115.0,2.0,61.0
10589,Whitefield,4.0,3075.0,2.0,188.0
10591,Whitefield,3.0,1760.0,3.0,160.0
10593,Marathahalli,4.0,3090.0,4.0,350.0
10594,other,4.0,2700.0,4.0,295.0
10596,Hebbal,4.0,4235.0,5.0,364.0
10597,KR Puram,2.0,1100.0,2.0,45.0
10599,Banashankari,2.0,1450.0,2.0,50.75
10600,6th Phase JP Nagar,3.0,1810.0,3.0,131.0
10602,Sector 7 HSR Layout,3.0,2400.0,2.0,195.0
10603,Kalyan nagar,2.0,1100.0,2.0,70.0
10604,Electronic City Phase II,1.0,650.0,1.0,35.0
10606,Kaikondrahalli,2.0,900.0,2.0,27.0
10607,Billekahalli,2.0,1360.0,2.0,110.0
10608,Yeshwanthpur,1.0,674.0,1.0,36.85
10609,Whitefield,3.0,1655.0,3.0,110.0
10611,other,1.0,936.0,1.0,53.0
10614,Hormavu,2.0,1015.0,2.0,39.08
10615,Budigere,2.0,1153.0,2.0,60.0
10616,Kengeri,2.0,1035.0,2.0,51.5
10618,Uttarahalli,2.0,1150.0,2.0,46.0
10619,Malleshwaram,2.0,1020.0,2.0,80.0
10621,8th Phase JP Nagar,2.0,1160.0,2.0,95.0
10623,Brookefield,2.0,1225.0,2.0,72.0
10625,other,2.0,1600.0,2.0,160.0
10626,Malleshwaram,2.0,600.0,1.0,90.0
10629,Channasandra,2.0,830.0,2.0,36.28
10630,Hennur Road,2.0,1155.0,2.0,69.18
10632,Jalahalli,2.0,905.0,2.0,55.0
10637,Kannamangala,2.0,957.0,2.0,55.0
10638,9th Phase JP Nagar,2.0,890.0,2.0,45.0
10639,KR Puram,4.0,3000.0,4.0,235.0
10640,Electronic City,2.0,1070.0,2.0,55.0
10642,other,4.0,2400.0,4.0,595.0
10644,Kammasandra,2.0,1415.0,2.0,60.0
10645,other,1.0,500.0,2.0,80.0
10648,Whitefield,1.0,840.0,1.0,57.0
10650,Thanisandra,3.0,1732.0,3.0,112.0
10651,Parappana Agrahara,1.0,1200.0,1.0,45.0
10652,Bhoganhalli,2.0,1260.0,2.0,69.9
10655,Horamavu Banaswadi,2.0,1357.0,2.0,54.0
10656,Chamrajpet,2.0,650.0,1.0,40.0
10658,Whitefield,3.0,1725.0,3.0,106.0
10659,Jalahalli,2.0,1000.0,2.0,70.0
10661,7th Phase JP Nagar,4.0,3200.0,4.0,350.0
10662,Bellandur,3.0,1717.0,3.0,110.0
10665,Rajaji Nagar,3.0,2367.0,4.0,340.0
10667,7th Phase JP Nagar,3.0,1976.0,3.0,145.0
10668,Kambipura,2.0,883.0,2.0,37.01
10669,Yelahanka,1.0,700.0,1.0,38.0
10671,Battarahalli,3.0,2082.0,3.0,104.0
10672,HSR Layout,2.0,1140.0,2.0,46.0
10673,Thanisandra,2.0,933.0,2.0,66.0
10675,Electronic City Phase II,2.0,1155.0,2.0,57.0
10677,Bannerghatta,2.0,1200.0,2.0,73.2
10681,other,3.0,2214.0,3.0,350.0
10682,Devanahalli,1.0,658.0,1.0,26.91
10683,Bhoganhalli,2.0,896.9,2.0,78.74
10684,Giri Nagar,4.0,4000.0,3.0,750.0
10685,KR Puram,2.0,1035.0,2.0,40.0
10686,Whitefield,4.0,2064.0,5.0,225.0
10687,other,3.0,1839.0,3.0,160.0
10688,Begur Road,2.0,1200.0,2.0,44.0
10689,Yelahanka New Town,1.0,488.0,1.0,20.0
10690,Banashankari Stage II,3.0,1200.0,2.0,198.0
10693,Hoodi,2.0,1225.0,2.0,45.0
10694,TC Palaya,2.0,900.0,2.0,55.0
10696,Sompura,2.0,825.0,2.0,32.0
10697,Bellandur,4.0,3596.0,4.0,359.0
10699,Electronic City Phase II,3.0,1800.0,3.0,92.0
10700,other,2.0,925.0,2.0,100.0
10701,Kanakpura Road,2.0,1167.0,2.0,63.0
10702,Sarjapur,2.0,1150.0,2.0,41.0
10703,other,1.0,650.0,1.0,50.0
10704,Sarjapur  Road,1.0,675.0,1.0,27.0
10706,other,1.0,720.0,1.0,32.39
10708,Yelahanka New Town,2.0,1100.0,2.0,58.0
10710,Uttarahalli,3.0,1330.0,2.0,58.0
10711,Koramangala,2.0,1320.0,2.0,160.0
10712,Ulsoor,3.0,1685.0,4.0,185.0
10714,Banashankari,3.0,1770.0,3.0,108.0
10716,Pai Layout,2.0,1000.0,2.0,42.0
10718,Ramamurthy Nagar,4.0,2916.0,5.0,230.0
10720,Kodihalli,3.0,1400.0,3.0,81.0
10721,Horamavu Agara,2.0,750.0,2.0,37.49
10722,Bannerghatta,2.0,1070.0,2.0,87.0
10723,Kannamangala,3.0,1536.0,3.0,107.0
10724,Koramangala,3.0,1710.0,3.0,210.0
10725,JP Nagar,3.0,2400.0,3.0,196.0
10726,Sarjapur  Road,3.0,1773.5,2.0,102.92
10727,Electronic City,2.0,1342.0,2.0,72.0
10728,other,3.0,1600.0,3.0,130.0
10729,Kanakapura,1.0,938.0,1.0,50.0
10730,Budigere,3.0,1820.0,3.0,99.0
10731,Bhoganhalli,4.0,2439.0,4.0,170.0
10734,Bommanahalli,2.0,1091.0,2.0,40.0
10735,Sarjapur  Road,2.0,1346.0,2.0,74.03
10736,Rajaji Nagar,3.0,1720.0,3.0,224.0
10738,JP Nagar,2.0,1060.0,2.0,33.95
10740,Hebbal,2.0,1299.0,2.0,97.0
10741,Yelahanka,3.0,1491.0,3.0,85.0
10742,Basaveshwara Nagar,2.0,1200.0,2.0,85.0
10743,Yelahanka,4.0,2088.0,5.0,110.0
10744,Hulimavu,1.0,581.0,1.0,29.0
10747,Electronic City,3.0,1275.0,3.0,70.0
10748,Kothanur,2.0,1095.0,2.0,55.0
10750,Old Madras Road,2.0,1330.0,2.0,74.0
10751,Marathahalli,2.0,1135.0,2.0,60.0
10752,Whitefield,1.0,516.0,1.0,39.0
10754,Banaswadi,5.0,2250.0,5.0,240.0
10755,Electronic City,2.0,770.0,1.0,38.0
10756,Sarjapur  Road,4.0,3930.0,5.0,330.0
10758,Abbigere,8.0,3000.0,8.0,150.0
10760,Hebbal,4.0,3758.0,4.0,450.0
10762,Bhoganhalli,3.0,1707.0,3.0,115.0
10764,Sultan Palaya,2.0,1070.0,2.0,49.0
10766,Tumkur Road,3.0,1240.0,2.0,83.0
10767,JP Nagar,2.0,1300.0,2.0,91.65
10768,Ambalipura,2.0,1700.0,2.0,76.0
10772,Hulimavu,2.0,935.0,2.0,45.0
10773,Thigalarapalya,3.0,2072.0,4.0,151.0
10774,other,4.0,2200.0,3.0,225.0
10775,Jalahalli,1.0,615.0,1.0,46.0
10776,KR Puram,2.0,1116.0,2.0,45.0
10777,Whitefield,3.0,1639.0,3.0,107.0
10778,Marathahalli,3.0,1839.0,3.0,130.0
10780,Horamavu Agara,1.0,625.0,1.0,27.0
10781,Thanisandra,1.0,933.0,1.0,61.0
10782,Hosur Road,3.0,2289.0,3.0,180.0
10783,Ramamurthy Nagar,3.0,2316.0,3.0,125.0
10785,Horamavu Agara,2.0,1080.0,2.0,38.0
10787,Vishwapriya Layout,2.0,910.0,2.0,36.0
10788,Hormavu,2.0,1200.0,2.0,73.0
10790,Kothanur,2.0,1142.0,2.0,56.0
10792,Hormavu,3.0,1800.0,3.0,204.0
10793,AECS Layout,2.0,1005.0,2.0,55.0
10794,other,3.0,1626.6,3.0,133.0
10795,Kothanur,2.0,1074.0,2.0,54.0
10796,Basavangudi,2.0,1230.0,2.0,80.0
10800,Whitefield,3.0,1820.0,3.0,113.0
10803,Kasavanhalli,2.0,1230.0,2.0,66.25
10806,Frazer Town,2.0,1200.0,2.0,78.0
10808,Hosa Road,2.0,1161.0,2.0,55.15
10809,other,4.0,1350.0,4.0,175.0
10811,Kothanur,2.0,1285.0,2.0,60.0
10812,Electronic City,3.0,1644.0,3.0,92.59
10813,Kasavanhalli,3.0,1819.0,3.0,150.0
10814,1st Phase JP Nagar,2.0,1205.0,2.0,85.0
10815,Basavangudi,3.0,2350.0,3.0,300.0
10816,Uttarahalli,2.0,1050.0,2.0,42.0
10817,Raja Rajeshwari Nagar,2.0,1270.0,2.0,62.0
10819,Jigani,3.0,1221.0,3.0,70.0
10823,Haralur Road,2.0,1315.0,2.0,85.0
10824,Raja Rajeshwari Nagar,2.0,1250.0,2.0,68.0
10825,Bisuvanahalli,2.0,850.0,2.0,27.0
10826,7th Phase JP Nagar,3.0,1600.0,2.0,110.0
10827,Electronic City,2.0,1250.0,2.0,62.0
10830,Electronic City Phase II,2.0,1300.0,2.0,28.0
10835,Judicial Layout,4.0,1500.0,3.0,162.0
10838,6th Phase JP Nagar,1.0,750.0,1.0,105.0
10839,Gubbalala,3.0,2000.0,3.0,125.0
10840,Electronic City Phase II,3.0,1940.0,4.0,116.0
10841,Hennur Road,3.0,1590.0,3.0,105.0
10843,Kothanur,2.0,1075.0,2.0,53.0
10844,TC Palaya,2.0,900.0,2.0,55.0
10845,Raja Rajeshwari Nagar,3.0,1260.0,2.0,62.0
10847,Thanisandra,3.0,1702.0,3.0,107.0
10848,Bisuvanahalli,3.0,1080.0,2.0,65.0
10849,Kasavanhalli,2.0,1189.0,2.0,45.0
10850,Tumkur Road,2.0,1035.0,2.0,39.0
10851,Hennur Road,2.0,1200.0,2.0,36.0
10852,Mahalakshmi Layout,8.0,4482.0,6.0,852.0
10853,other,3.0,1200.0,3.0,200.0
10855,Yelahanka,2.0,1330.0,2.0,93.65
10859,Ambedkar Nagar,3.0,1935.0,4.0,125.0
10860,other,3.0,1410.0,3.0,90.0
10861,Narayanapura,2.0,1469.0,2.0,99.14
10862,Varthur,2.0,986.0,2.0,30.0
10863,other,3.0,1460.0,2.0,87.0
10864,other,3.0,1260.0,2.0,85.05
10866,Panathur,2.0,980.0,2.0,57.0
10867,Kudlu Gate,2.0,1164.0,2.0,75.0
10868,Subramanyapura,2.0,929.0,1.0,51.0
10869,Kundalahalli,2.0,1065.0,2.0,70.0
10871,other,3.0,3000.0,3.0,265.0
10873,Gunjur,3.0,1362.0,3.0,62.63
10874,Yeshwanthpur,1.0,672.0,1.0,36.85
10875,Brookefield,3.0,1746.0,3.0,115.0
10877,Harlur,2.0,1532.0,2.0,65.0
10878,other,3.0,1200.0,2.0,120.0
10881,Whitefield,4.0,3565.0,4.0,218.0
10882,Marathahalli,2.0,1170.0,2.0,85.0
10883,other,3.0,1800.0,3.0,150.0
10885,Cooke Town,3.0,2600.0,3.0,375.0
10887,Kasturi Nagar,4.0,2507.0,4.0,155.0
10888,Babusapalaya,2.0,1061.0,2.0,34.0
10889,KR Puram,2.0,1290.0,2.0,69.0
10890,Sarjapur,2.0,1200.0,2.0,42.6
10891,Bharathi Nagar,2.0,1120.0,2.0,39.29
10892,Electronic City,1.0,418.0,1.0,12.0
10893,Sarjapur,3.0,1333.0,3.0,50.0
10894,Sarjapur  Road,3.0,1691.0,3.0,119.0
10895,Thanisandra,1.0,747.0,1.0,34.355
10896,Koramangala,3.0,1700.0,3.0,250.0
10897,Thanisandra,3.0,2030.0,4.0,125.0
10898,Balagere,2.0,1012.0,2.0,70.0
10899,Kudlu,3.0,1245.0,2.0,60.0
10900,7th Phase JP Nagar,3.0,1765.0,3.0,118.0
10901,Gottigere,2.0,1110.0,2.0,36.25
10903,Sarjapur,2.0,1044.0,2.0,36.0
10907,KR Puram,2.0,866.28,2.0,36.38
10908,Whitefield,4.0,3410.0,5.0,253.0
10909,Singasandra,2.0,1179.0,2.0,56.0
10911,Uttarahalli,2.0,1125.0,2.0,48.0
10912,other,3.0,2098.0,3.0,210.0
10913,other,3.0,2400.0,3.0,270.0
10914,Haralur Road,3.0,1976.0,3.0,92.0
10915,5th Phase JP Nagar,2.0,1190.0,2.0,61.8
10916,other,3.0,1800.0,3.0,192.0
10918,Cooke Town,3.0,1700.0,3.0,120.0
10920,Electronic City,2.0,1128.0,2.0,64.8
10923,other,1.0,509.0,1.0,20.0
10924,Ambedkar Nagar,3.0,1852.0,4.0,122.0
10925,Varthur,2.0,1045.0,2.0,40.65
10927,Marathahalli,2.0,1102.0,2.0,53.67
10931,Kothanur,2.0,1140.0,2.0,56.0
10932,Balagere,1.0,645.0,1.0,55.0
10933,other,5.0,2350.0,5.0,325.0
10934,Nagarbhavi,3.0,1200.0,3.0,225.0
10935,other,3.0,2050.0,3.0,135.0
10936,Sarjapur  Road,2.0,1335.0,2.0,95.0
10937,other,2.0,2100.0,1.0,200.0
10938,Hebbal,3.0,1255.0,3.0,77.68
10940,Hosakerehalli,3.0,2376.0,3.0,240.0
10941,Thanisandra,1.0,663.0,1.0,46.0
10942,other,2.0,1276.0,2.0,146.0
10944,Kodichikkanahalli,3.0,1400.0,3.0,66.0
10947,Malleshwaram,3.0,2200.0,3.0,275.0
10949,Green Glen Layout,3.0,1740.0,3.0,80.0
10951,Bannerghatta Road,2.0,1154.0,2.0,47.0
10952,Munnekollal,2.0,1200.0,2.0,40.0
10953,Hennur,2.0,1155.0,2.0,54.5
10955,Giri Nagar,1.0,600.0,1.0,125.0
10956,Hebbal,4.0,2470.0,5.0,192.0
10957,Padmanabhanagar,2.0,1100.0,2.0,60.0
10958,Hormavu,2.0,1250.0,2.0,65.0
10959,Kothanur,2.0,1400.0,2.0,70.0
10960,other,3.0,1600.0,3.0,100.0
10961,Electronic City,2.0,1060.0,2.0,55.0
10962,Horamavu Banaswadi,2.0,1272.0,2.0,50.0
10963,Kanakpura Road,2.0,1296.0,2.0,105.0
10964,other,4.0,2100.0,3.0,280.0
10965,Karuna Nagar,3.0,1945.0,3.0,115.0
10969,other,3.0,2100.0,3.0,270.0
10971,Subramanyapura,3.0,1880.0,3.0,110.0
10972,1st Block Jayanagar,4.0,2450.0,4.0,368.0
10973,Kenchenahalli,2.0,1060.0,2.0,52.0
10974,Hennur Road,3.0,2041.0,3.0,138.0
10975,Hulimavu,2.0,1050.0,2.0,125.0
10976,Vasanthapura,2.0,1037.0,2.0,36.28
10978,LB Shastri Nagar,2.0,1184.0,2.0,62.0
10979,Sarjapur  Road,3.0,1680.0,3.0,126.0
10980,Thanisandra,3.0,1411.0,3.0,100.0
10983,other,4.0,3500.0,4.0,320.0
10984,Thanisandra,3.0,1702.0,3.0,120.0
10988,6th Phase JP Nagar,3.0,1515.0,2.0,135.0
10990,JP Nagar,2.0,1107.0,2.0,57.0
10991,Old Madras Road,3.0,1720.0,3.0,106.0
10992,other,3.0,1540.0,3.0,150.0
10993,Bannerghatta Road,2.0,1000.0,2.0,44.5
10994,Electronic City,1.0,710.0,1.0,40.42
10996,other,4.0,3200.0,4.0,270.0
10997,other,2.0,900.0,2.0,160.0
10998,Bannerghatta Road,2.0,1250.0,2.0,48.0
10999,Kaggadasapura,5.0,2400.0,4.0,130.0
11000,Hegde Nagar,3.0,1584.01,3.0,104.0
11002,Kammasandra,4.0,1200.0,6.0,60.0
11003,Kaggadasapura,3.0,1485.0,2.0,70.0
11004,Hennur Road,3.0,1100.0,2.0,78.0
11005,8th Phase JP Nagar,2.0,1245.0,2.0,59.0
11006,Hennur Road,4.0,1880.0,4.0,154.0
11007,Frazer Town,3.0,2214.0,3.0,350.0
11010,Bannerghatta Road,3.0,1640.0,3.0,105.0
11012,Kengeri Satellite Town,2.0,1110.0,2.0,43.0
11014,other,4.0,4000.0,4.0,630.0
11017,Haralur Road,2.0,1300.0,2.0,75.0
11020,Hennur Road,2.0,1232.0,2.0,69.61
11022,7th Phase JP Nagar,3.0,1275.0,2.0,88.0
11023,Sarjapur  Road,3.0,1222.0,2.0,68.0
11024,Varthur,2.0,1155.0,2.0,39.0
11026,Horamavu Banaswadi,2.0,1200.0,2.0,45.0
11028,Horamavu Agara,2.0,1166.0,2.0,37.29
11030,5th Phase JP Nagar,5.0,4000.0,5.0,170.0
11031,Rajaji Nagar,4.0,1350.0,4.0,230.0
11032,Yelahanka,4.0,3019.0,6.0,190.0
11034,Dommasandra,3.0,900.0,3.0,75.0
11036,Chandapura,3.0,971.0,2.0,38.0
11037,Hennur,2.0,1255.0,2.0,52.32
11038,EPIP Zone,2.0,1810.0,2.0,65.0
11041,Pattandur Agrahara,2.0,1350.0,2.0,68.0
11043,Thyagaraja Nagar,7.0,3000.0,6.0,180.0
11044,Brookefield,4.0,1560.0,3.0,149.0
11045,Somasundara Palya,3.0,1650.0,3.0,126.0
11047,Hennur Road,3.0,1748.0,3.0,103.0
11048,Channasandra,3.0,1200.0,3.0,67.77
11049,Kengeri Satellite Town,2.0,1170.0,2.0,50.0
11050,Sarjapur  Road,4.0,3420.0,4.0,225.0
11053,Frazer Town,3.0,1870.0,3.0,180.0
11054,Sarjapur  Road,3.0,1510.0,2.0,110.0
11058,Indira Nagar,2.0,1149.0,2.0,130.0
11059,Thanisandra,4.0,1948.0,4.0,129.0
11061,Sarjapur  Road,2.0,1242.0,2.0,78.0
11062,Sonnenahalli,2.0,1268.0,2.0,58.0
11063,Ramamurthy Nagar,2.0,1101.0,2.0,50.0
11065,Gunjur,3.0,1362.0,3.0,62.63
11066,Sarjapur  Road,3.0,984.0,3.0,140.0
11067,Hosa Road,2.0,1089.0,2.0,32.67
11068,other,2.0,800.0,1.0,95.0
11069,Uttarahalli,3.0,1345.0,2.0,57.0
11070,Thanisandra,8.0,3600.0,9.0,125.0
11071,other,4.0,1650.0,2.0,140.0
11072,Kaggalipura,2.0,950.0,2.0,45.0
11073,HBR Layout,2.0,1068.0,2.0,43.0
11074,Yelahanka New Town,2.0,860.0,1.0,31.0
11075,Kengeri,8.0,3000.0,5.0,130.0
11079,Banashankari,3.0,1800.0,3.0,125.0
11082,Old Airport Road,4.0,2732.0,4.0,204.0
11085,Ananth Nagar,2.0,1010.0,2.0,38.0
11086,Nagarbhavi,2.0,1250.0,3.0,170.0
11087,Doddakallasandra,2.0,1010.0,2.0,41.0
11090,Mysore Road,3.0,1248.52,3.0,115.0
11091,Attibele,1.0,410.0,1.0,10.0
11095,JP Nagar,2.0,1250.0,2.0,93.0
11097,Hebbal,4.0,4600.0,6.0,650.0
11103,KR Puram,2.0,1096.0,2.0,43.0
11104,Electronic City Phase II,2.0,1160.0,2.0,33.5
11105,other,3.0,1936.0,3.0,139.0
11106,Nehru Nagar,3.0,1269.0,2.0,63.0
11107,other,3.0,3500.0,3.0,630.0
11108,Panathur,3.0,1586.0,3.0,125.0
11109,Rajaji Nagar,2.0,1376.0,2.0,124.0
11111,Hosa Road,3.0,1538.0,3.0,107.0
11112,Hosur Road,3.0,1427.0,2.0,130.0
11115,Harlur,2.0,1197.0,2.0,77.0
11116,Varthur,2.0,674.0,1.0,19.9
11117,Kengeri,1.0,410.0,1.0,15.0
11118,Thanisandra,3.0,1573.0,3.0,90.0
11119,Dodda Nekkundi,2.0,1135.0,2.0,58.0
11121,other,1.0,1200.0,1.0,65.0
11124,Sonnenahalli,2.0,1268.0,2.0,56.0
11125,Kambipura,2.0,883.0,2.0,39.0
11126,Yelahanka,3.0,1600.0,3.0,100.0
11127,Thanisandra,2.0,1056.0,2.0,70.0
11129,Whitefield,4.0,4500.0,4.0,330.0
11130,KR Puram,2.0,1204.0,2.0,58.0
11132,Hennur Road,2.0,1460.0,2.0,80.3
11133,Dodda Nekkundi,2.0,1100.0,2.0,41.18
11138,Uttarahalli,3.0,1345.0,2.0,57.0
11140,Singasandra,2.0,1416.0,2.0,67.0
11141,HSR Layout,2.0,1145.0,2.0,46.0
11146,Rajiv Nagar,2.0,972.0,2.0,43.0
11147,other,4.0,4500.0,4.0,345.0
11148,Bellandur,2.0,1185.0,2.0,47.39
11149,Green Glen Layout,3.0,1750.0,3.0,81.0
11150,other,3.0,3155.0,4.0,316.0
11151,Balagere,2.0,1007.0,2.0,68.0
11153,Whitefield,2.0,1250.0,2.0,85.0
11155,Horamavu Agara,2.0,994.0,2.0,42.28
11156,Ramamurthy Nagar,2.0,1150.0,2.0,40.0
11158,other,2.0,1441.0,2.0,115.0
11159,Old Madras Road,2.0,1157.0,2.0,47.32
11161,Thigalarapalya,2.0,1400.0,2.0,105.0
11162,Tindlu,3.0,1370.07,3.0,65.0
11164,Judicial Layout,2.0,900.0,2.0,40.0
11165,other,1.0,418.0,1.0,17.0
11166,other,3.0,1200.0,3.0,80.0
11167,ISRO Layout,2.0,1200.0,2.0,43.0
11168,Talaghattapura,2.0,1062.0,2.0,42.48
11170,Bannerghatta Road,2.0,1012.0,2.0,44.0
11171,other,3.0,1500.0,2.0,200.0
11174,Kanakpura Road,2.0,1430.0,2.0,78.0
11175,Channasandra,3.0,1195.0,2.0,56.0
11176,Old Madras Road,3.0,2640.0,5.0,150.0
11177,Bisuvanahalli,3.0,1075.0,2.0,42.0
11180,Sonnenahalli,2.0,1011.0,2.0,59.0
11181,7th Phase JP Nagar,3.0,1450.0,2.0,102.0
11182,Sarjapur  Road,2.0,1129.0,2.0,69.0
11183,Sarjapura - Attibele Road,2.0,1126.0,2.0,36.0
11184,Attibele,3.0,1200.0,3.0,110.0
11188,Hennur Road,3.0,1933.0,3.0,140.0
11189,TC Palaya,2.0,1082.0,2.0,64.0
11190,LB Shastri Nagar,8.0,2400.0,8.0,250.0
11191,other,1.0,610.0,1.0,28.0
11192,Raja Rajeshwari Nagar,4.0,1560.0,4.0,160.0
11193,Kathriguppe,3.0,1300.0,3.0,77.99
11194,Kudlu Gate,4.0,3850.0,6.0,205.0
11195,CV Raman Nagar,2.0,1125.0,2.0,46.0
11197,Kengeri Satellite Town,2.0,777.4,2.0,25.0
11199,Old Airport Road,3.0,1798.0,3.0,150.0
11200,other,3.0,1864.0,3.0,120.0
11202,Kengeri,1.0,400.0,1.0,25.0
11203,Rajaji Nagar,2.0,1200.0,2.0,70.0
11204,Ananth Nagar,2.0,992.0,2.0,24.8
11206,R.T. Nagar,4.0,1500.0,4.0,185.0
11207,Bellandur,2.0,1200.0,2.0,62.0
11208,GM Palaya,3.0,1735.0,3.0,70.0
11209,BTM 2nd Stage,3.0,1750.0,3.0,172.0
